"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN6E084A23F34BB891,guardian roofing contractors ltd,"41 Denshaw, Skelmersdale WN8 0AY",https://www.bing.com/th?id=OLC.xhAIK3DGvIDwsw480x360&pid=Local,https://www.bing.com/maps?cp=53.54331970214844%7E-2.7390851974487305&lvl=16.0&q=guardian%20roofing%20contractors%20ltd%20%2C%2041%20Denshaw%2C%20Skelmersdale%20WN8%200AY,53.5433197,-2.739085197,3.5,Yell (3),Home service,Open · Closes 22:00,http://www.guardianroofingcontractorsltd.co.uk/,07840 061289,philguardian1@gmail.com,"https://www.facebook.com/yellbusiness,https://x.com/yellbusiness,https://www.linkedin.com/company/yell,https://www.instagram.com/yellbusiness/,https://www.youtube.com/user/yellbusiness",https://www.facebook.com/yellbusiness,https://www.instagram.com/yellbusiness/,https://x.com/yellbusiness
ypid:YNA56B75615CFD8370,Paul Jones Roofing Systems - Roofer Wigan,"38 Knowles Place, Wigan WN1 3LB",https://www.bing.com/th?id=OLC.quK6HL4ND5dqDQ480x360&pid=Local,https://www.bing.com/maps?cp=53.54902648925781%7E-2.6147570610046387&lvl=16.0&q=Paul%20Jones%20Roofing%20Systems%20-%20Roofer%20Wigan%20%2C%2038%20Knowles%20Place%2C%20Wigan%20WN1%203LB,53.54902649,-2.614757061,,,Home service,Closed · Opens Mon 09:00,http://www.pauljonesroofingsystems.com/,01942 466440,pjroofingsystems@gmail.com,https://www.facebook.com/pauljonesroofingsystems/,https://www.facebook.com/pauljonesroofingsystems/,,
ypid:YN115E01C5BBA21B44,Guardian Roof Manchester,"N Valley Rd, Colne BB8 9AQ",https://www.bing.com/th?id=OLC.rH3d11CUbDOS8w480x360&pid=Local,https://www.bing.com/maps?cp=53.85733413696289%7E-2.17828631401062&lvl=16.0&q=Guardian%20Roof%20Manchester%20%2C%20N%20Valley%20Rd%2C%20Colne%20BB8%209AQ,53.85733414,-2.178286314,,,Home service,Open · Closes 19:00,https://www.guardianroofmanchester.co.uk/,0161 825 8668,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN27D72C5620A4C6F5,Alpine Roofers Whitefield - Roof Repairs,"279 Bury New Rd, Manchester M45 7SE",,https://www.bing.com/maps?cp=53.553768157958984%7E-2.2972681522369385&lvl=16.0&q=Alpine%20Roofers%20Whitefield%20-%20Roof%20Repairs%20%2C%20279%20Bury%20New%20Rd%2C%20Manchester%20M45%207SE,53.55376816,-2.297268152,,,Home service,Open 24 hours,http://alpineroofers.co.uk/whitefield,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9A0BC9A6946450FE,Roofers Barnoldswick,"Private Address in Colne, England",,https://www.bing.com/maps?cp=53.83181381225586%7E-2.1455678939819336&lvl=16.0&q=Roofers%20Barnoldswick%20%2C%20Private%20Address%20in%20Colne%2C%20England,53.83181381,-2.145567894,,,Home service,Closed · Opens Mon 08:00,http://www.rw-roofing.co.uk/,01282 851145,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8919DE519A3FB02A,Salford Roofers 24 7,"Private Address in Salford, England",https://www.bing.com/th?id=OLC.xMH9rK7S6yUKXg480x360&pid=Local,https://www.bing.com/maps?cp=53.49146270751953%7E-2.289755344390869&lvl=16.0&q=Salford%20Roofers%2024%207%20%2C%20Private%20Address%20in%20Salford%2C%20England,53.49146271,-2.289755344,,,Home service,Open 24 hours,http://www.manchesterroofers247.co.uk/salford.html,0161 410 1524,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN37D26AA08327A8BC,Buildcare Construction (NW) Ltd,"5 Woodlands Way, Preston PR3 5DU",https://www.bing.com/th?id=OLC.FmfGy0SfpjxIDw480x360&pid=Local,https://www.bing.com/maps?cp=53.821712493896484%7E-2.7333357334136963&lvl=16.0&q=Buildcare%20Construction%20(NW)%20Ltd%20%2C%205%20Woodlands%20Way%2C%20Preston%20PR3%205DU,53.82171249,-2.733335733,4.5,Yell (10),Building contractor,Closed · Opens Mon 09:00,http://www.bcnwgroup.co.uk/,01772 863330,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN17C9A289B3EA8637,Southworths Roofing & Building Services,"27 Ash Mdw, Preston PR2 1RX",,https://www.bing.com/maps?cp=53.77385330200195%7E-2.7592568397521973&lvl=16.0&q=Southworths%20Roofing%20%26%20Building%20Services%20%2C%2027%20Ash%20Mdw%2C%20Preston%20PR2%201RX,53.7738533,-2.75925684,,,Home service,,https://www.lancashireroofer.co.uk/roofer-in-lea-town/,07703 042470,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN21B355C228A7637B,Preston Roofline Property Services | Roofers in Preston,"Private Address in Preston, England",,https://www.bing.com/maps?cp=53.731510162353516%7E-2.7843730449676514&lvl=16.0&q=Preston%20Roofline%20Property%20Services%20%7C%20Roofers%20in%20Preston%20%2C%20Private%20Address%20in%20Preston%2C%20England,53.73151016,-2.784373045,,,Home service,,,07526 481825,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN17885AB0303280F1,Alpine Roofers Darwen - Roof Repairs,"13 Market St, Darwen BB3 1AZ",,https://www.bing.com/maps?cp=53.69588088989258%7E-2.467669725418091&lvl=16.0&q=Alpine%20Roofers%20Darwen%20-%20Roof%20Repairs%20%2C%2013%20Market%20St%2C%20Darwen%20BB3%201AZ,53.69588089,-2.467669725,,,Home service,,http://alpineroofers.co.uk/darwen,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNC9BA173F32B8F4D2,Sika Roofing Solutions,"Sika House, Miller Street, Preston PR1 1EA",,https://www.bing.com/maps?cp=53.759788513183594%7E-2.6829793453216553&lvl=16.0&q=Sika%20Roofing%20Solutions%20%2C%20Sika%20House%2C%20Miller%20Street%2C%20Preston%20PR1%201EA,53.75978851,-2.682979345,,,Home service,Closed · Opens Mon 08:30,https://gbr.sika.com/en/construction/roofing.html,01772 259781,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNDF1741F95B32B4C4,Great Heights Roofing LTD,"8 The Oaks Ulnes Walton Lane, Leyland PR26 8LU",https://www.bing.com/th?id=OLC.WKAgraNQ0EexWQ480x360&pid=Local,https://www.bing.com/maps?cp=53.68584442138672%7E-2.7371716499328613&lvl=16.0&q=Great%20Heights%20Roofing%20LTD%20%2C%208%20The%20Oaks%20Ulnes%20Walton%20Lane%2C%20Leyland%20PR26%208LU,53.68584442,-2.73717165,5,Yell (22),Home service,Closed · Opens Mon 08:00,http://www.greatheightsroofingltd.com/,07759 023761,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF11DE662888D81A3,DMC Precision Roofing Southport Roofing Contractors,"156 Lytham Rd, Southport PR9 9UN",,https://www.bing.com/maps?cp=53.67051315307617%7E-2.962118625640869&lvl=16.0&q=DMC%20Precision%20Roofing%20Southport%20Roofing%20Contractors%20%2C%20156%20Lytham%20Rd%2C%20Southport%20PR9%209UN,53.67051315,-2.962118626,,,Home service,Closed · Opens tomorrow 09:00,http://www.dmcprecisionroofing.com/,01704 330933,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN76B9D7820CE2CEA8,Southport Roofers - P Rimmer - Roofers In Southport,"147 Hampton Rd, Southport PR8 5DJ",https://www.bing.com/th?id=OLC.UBb5MXYD0hb+iA480x360&pid=Local,https://www.bing.com/maps?cp=53.63581466674805%7E-3.0028133392333984&lvl=16.0&q=Southport%20Roofers%20-%20P%20Rimmer%20-%20Roofers%20In%20Southport%20%2C%20147%20Hampton%20Rd%2C%20Southport%20PR8%205DJ,53.63581467,-3.002813339,5,Yell (2),Home service,Closed · Opens tomorrow 08:30,https://rimmerroofing.com/,01704 542122,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA4871776C4991278,Absolute Roofing Contractors,"Unit 41-43 Victoria Works Industrial Estate, Accrington Rd, Burnley BB11 5EF",https://www.bing.com/th?id=OLC.mz5p3DL57a5bFg480x360&pid=Local,https://www.bing.com/maps?cp=53.785728454589844%7E-2.276449203491211&lvl=16.0&q=Absolute%20Roofing%20Contractors%20%2C%20Unit%2041-43%20Victoria%20Works%20Industrial%20Estate%2C%20Accrington%20Rd%2C%20Burnley%20BB11%205EF,53.78572845,-2.276449203,,,Home service,Closed · Opens tomorrow 07:30,https://www.absolute-roofing.co.uk/,01282 422001,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNE05AB65EA76E0C41,Conservatory Roof Replacement,"224 Burnley Rd, Blackburn BB1 3HW",https://www.bing.com/th?id=OLC.PD+ftffeS5CjPA480x360&pid=Local,https://www.bing.com/maps?cp=53.75246047973633%7E-2.448402166366577&lvl=16.0&q=Conservatory%20Roof%20Replacement%20%2C%20224%20Burnley%20Rd%2C%20Blackburn%20BB1%203HW,53.75246048,-2.448402166,,,Home service,Closed · Opens tomorrow 09:00,https://conservatoryroofreplacementdirect.com/,01254 403048,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7196B7CB0CD0C7D6,LCM Group,"1 Wyder Court, Preston PR2 5BW",https://www.bing.com/th?id=OLC.iOIcQICq4fqOuw480x360&pid=Local,https://www.bing.com/maps?cp=53.78697967529297%7E-2.647953987121582&lvl=16.0&q=LCM%20Group%20%2C%201%20Wyder%20Court%2C%20Preston%20PR2%205BW,53.78697968,-2.647953987,,,Construction services,Open 24 hours,http://www.lcm-group.co.uk/,01772 655010,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN94C13A17078DA829,Your Roofer Preston,"Floyd Rd, Preston PR2 6AU",,https://www.bing.com/maps?cp=53.77696228027344%7E-2.6620841026306152&lvl=16.0&q=Your%20Roofer%20Preston%20%2C%20Floyd%20Rd%2C%20Preston%20PR2%206AU,53.77696228,-2.662084103,,,Home service,Open · Closes 20:00,http://roofing-specialists.co.uk/,07776 033270,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN87B46C9AF4F278C8,Roofing Preston,"Private Address in Preston, England",,https://www.bing.com/maps?cp=53.770267486572266%7E-2.697169780731201&lvl=16.0&q=Roofing%20Preston%20%2C%20Private%20Address%20in%20Preston%2C%20England,53.77026749,-2.697169781,,,Home service,,,07885 539792,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA4C2BE64BF25762C,Preston Industrial Roofing,"City House, 131 Friargate, Preston PR1 2EF",,https://www.bing.com/maps?cp=53.760780334472656%7E-2.7039735317230225&lvl=16.0&q=Preston%20Industrial%20Roofing%20%2C%20City%20House%2C%20131%20Friargate%2C%20Preston%20PR1%202EF,53.76078033,-2.703973532,,,Home service,,https://www.prestonindustrialroofing.co.uk/,01772 804122,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7D28779E02E75706,Designed Roof Systems Limited,"2 Pittman Court, Pittman Way, Preston PR2 9ZG",https://www.bing.com/th?id=OLC.Pz+tejCAWvDLsg480x360&pid=Local,https://www.bing.com/maps?cp=53.796409606933594%7E-2.688448190689087&lvl=16.0&q=Designed%20Roof%20Systems%20Limited%20%2C%202%20Pittman%20Court%2C%20Pittman%20Way%2C%20Preston%20PR2%209ZG,53.79640961,-2.688448191,,,Home service,Closed · Opens Mon 07:00,http://www.drsl.online/,01772 655444,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN5BC24A3C4399F294,Roof Repairs Rossendale,"37 Rimington Ave, Accrington BB5 0NP",,https://www.bing.com/maps?cp=53.74040985107422%7E-2.3754708766937256&lvl=16.0&q=Roof%20Repairs%20Rossendale%20%2C%2037%20Rimington%20Ave%2C%20Accrington%20BB5%200NP,53.74040985,-2.375470877,,,Home service,,http://rossendaleroofrepairs.co.uk/,01706 508119,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN1E8A3363DF8C48A8,HDM Roofing Services,"9 Kingsdale Rd, Lancaster LA1 5NE",https://www.bing.com/th?id=OLC.4raDXd+pv/Tqbw480x360&pid=Local,https://www.bing.com/maps?cp=54.046173095703125%7E-2.8172245025634766&lvl=16.0&q=HDM%20Roofing%20Services%20%2C%209%20Kingsdale%20Rd%2C%20Lancaster%20LA1%205NE,54.0461731,-2.817224503,5,Yell (4),Home service,Open 24 hours,https://www.hdmroofingservices.co.uk/,07443 031275,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN47DB366F50C7373B,Northwest Fibreglass Roofing Contractors,"Norbreck Rd, Thornton-Cleveleys FY2 9AA",,https://www.bing.com/maps?cp=53.857704162597656%7E-3.0469412803649902&lvl=16.0&q=Northwest%20Fibreglass%20Roofing%20Contractors%20%2C%20Norbreck%20Rd%2C%20Thornton-Cleveleys%20FY2%209AA,53.85770416,-3.04694128,,,Home service,Open 24 hours,http://www.northwestfibreglassroofing.co.uk/,07835 600446,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4834C12B7A5CB739,AD Roof Specialists,"143 Wigan Rd, Wigan WN2 1DP",,https://www.bing.com/maps?cp=53.559600830078125%7E-2.600842237472534&lvl=16.0&q=AD%20Roof%20Specialists%20%2C%20143%20Wigan%20Rd%2C%20Wigan%20WN2%201DP,53.55960083,-2.600842237,,,Home service,Closed · Opens Mon 08:00,http://mybuilder.com/ad_roofspecialists,07935 885071,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4BA59EBD9EE2A1D8,Roof Repair Services,"121 Darwen Rd, Bolton BL7 9BG",,https://www.bing.com/maps?cp=53.613555908203125%7E-2.4166016578674316&lvl=16.0&q=Roof%20Repair%20Services%20%2C%20121%20Darwen%20Rd%2C%20Bolton%20BL7%209BG,53.61355591,-2.416601658,,,Home service,Closed · Opens Mon 08:00,http://roof-repair-services.com/,07867 423125,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8BBF682F79D8ED03,C J Roofing Preston Lancashire,"39 Carleton Ave, Preston PR2 6YA",,https://www.bing.com/maps?cp=53.77931594848633%7E-2.6757547855377197&lvl=16.0&q=C%20J%20Roofing%20Preston%20Lancashire%20%2C%2039%20Carleton%20Ave%2C%20Preston%20PR2%206YA,53.77931595,-2.675754786,,,Home service,,,07944 610320,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNBEF1FCF1E82DDC01,Jasons Roofing1 LTD - Flat Roof Repair Specialist Accrington,"73 Wordsworth Rd, Accrington BB5 0NE",,https://www.bing.com/maps?cp=53.743408203125%7E-2.3772549629211426&lvl=16.0&q=Jasons%20Roofing1%20LTD%20-%20Flat%20Roof%20Repair%20Specialist%20Accrington%20%2C%2073%20Wordsworth%20Rd%2C%20Accrington%20BB5%200NE,53.7434082,-2.377254963,,,Home service,Open · Closes 23:59,https://www.jasonsroofing1.co.uk/,07393 869018,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN67D9A4479B8FD4A7,DLB Roofing,"21 Dunoon Close, Preston PR2 3ZR",,https://www.bing.com/maps?cp=53.781246185302734%7E-2.7486608028411865&lvl=16.0&q=DLB%20Roofing%20%2C%2021%20Dunoon%20Close%2C%20Preston%20PR2%203ZR,53.78124619,-2.748660803,,,Home service,Open 24 hours,https://dlbroofing.com/,07845 518327,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF18726399EDD3398,Reliable Roof Care - RRC (NW) LIMITED,"Private Address in St Helens, England",,https://www.bing.com/maps?cp=53.490482330322266%7E-2.8116114139556885&lvl=16.0&q=Reliable%20Roof%20Care%20-%20RRC%20(NW)%20LIMITED%20%2C%20Private%20Address%20in%20St%20Helens%2C%20England,53.49048233,-2.811611414,,,Home service,Open 24 hours,https://reliableroofcare-northwest.co.uk/,07874 868524,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN5D94F410FEA029B0,CHP Roofing,"Tellcom Business Centre, 20 Clifton Rd, Blackpool FY4 4QA",,https://www.bing.com/maps?cp=53.79981231689453%7E-3.008983850479126&lvl=16.0&q=CHP%20Roofing%20%2C%20Tellcom%20Business%20Centre%2C%2020%20Clifton%20Rd%2C%20Blackpool%20FY4%204QA,53.79981232,-3.00898385,,,Home service,,http://www.chproofing.co.uk/,07553 213900,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN627CD98BDCAC7F4F,Tiled Conservatory Division Ltd - Conservatory's Roof Preston,"17 Tulketh Cres, Preston PR2 2RH",,https://www.bing.com/maps?cp=53.76460647583008%7E-2.7239861488342285&lvl=16.0&q=Tiled%20Conservatory%20Division%20Ltd%20-%20Conservatory's%20Roof%20Preston%20%2C%2017%20Tulketh%20Cres%2C%20Preston%20PR2%202RH,53.76460648,-2.723986149,,,Home service,Open · Closes 22:00,https://thetcd.co.uk/,07715 902054,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA34BBDD45DB98C0B,W Craven and Son Roofing Contractors,"22 Stanley Dr, Darwen BB3 2EL",,https://www.bing.com/maps?cp=53.67881774902344%7E-2.4570348262786865&lvl=16.0&q=W%20Craven%20and%20Son%20Roofing%20Contractors%20%2C%2022%20Stanley%20Dr%2C%20Darwen%20BB3%202EL,53.67881775,-2.457034826,,,Home service,Closed · Opens Mon 09:00,,01254 775635,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7754547AC0960D05,Taylor Rose Flat Roofing,"118 Watson Rd, Blackpool FY4 2BP",https://www.bing.com/th?id=OLC.kElKc3pVMWId8Q480x360&pid=Local,https://www.bing.com/maps?cp=53.79276657104492%7E-3.041301965713501&lvl=16.0&q=Taylor%20Rose%20Flat%20Roofing%20%2C%20118%20Watson%20Rd%2C%20Blackpool%20FY4%202BP,53.79276657,-3.041301966,,,Home service,Closed · Opens Mon 08:00,https://trflatroofing.co.uk/,07930 055524,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8498E03E448E7EF9,FisherRoof Ltd,"245 Eldon St, Preston PR2 2BB",https://www.bing.com/th?id=OLC.I6FWW14lxRZlVg480x360&pid=Local,https://www.bing.com/maps?cp=53.76914978027344%7E-2.722304582595825&lvl=16.0&q=FisherRoof%20Ltd%20%2C%20245%20Eldon%20St%2C%20Preston%20PR2%202BB,53.76914978,-2.722304583,5,Trustpilot (41),Home service,Closed · Opens Mon 08:00,http://www.fisherroof.co.uk/,01772 305149,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8A72A59ECE812F5C,Roof Profile Solutions Limited,"73 Stump Ln, Chorley PR6 0AL",,https://www.bing.com/maps?cp=53.65671920776367%7E-2.622148275375366&lvl=16.0&q=Roof%20Profile%20Solutions%20Limited%20%2C%2073%20Stump%20Ln%2C%20Chorley%20PR6%200AL,53.65671921,-2.622148275,,,Contractor,,https://www.rpsltd.org/,07866 445722,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNAE1848E58617239A,Maghull Roofing & New Roof Specialists,"Unit 12 Sefton Ln, Liverpool L31 8BX",https://www.bing.com/th?id=OLC.Inmq3hwoIr368Q480x360&pid=Local,https://www.bing.com/maps?cp=53.5068359375%7E-2.9590871334075928&lvl=16.0&q=Maghull%20Roofing%20%26%20New%20Roof%20Specialists%20%2C%20Unit%2012%20Sefton%20Ln%2C%20Liverpool%20L31%208BX,53.50683594,-2.959087133,,,Home service,Open 24 hours,,0151 281 6905,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN3B25FC7056403E97,Gwinnett Roofing Services,"52 Fairview Dr, Chorley PR6 9ST",,https://www.bing.com/maps?cp=53.62056350708008%7E-2.60870623588562&lvl=16.0&q=Gwinnett%20Roofing%20Services%20%2C%2052%20Fairview%20Dr%2C%20Chorley%20PR6%209ST,53.62056351,-2.608706236,,,Home service,Open · Closes 23:59,https://www.facebook.com/Gwinnett-Roofing-Services-322412351103558,07920 462882,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNFA7DFFA9F41F345B,Ian Dawson Roofing Contractors,"Private Address in Blackburn, England",,https://www.bing.com/maps?cp=53.78336715698242%7E-2.4834823608398438&lvl=16.0&q=Ian%20Dawson%20Roofing%20Contractors%20%2C%20Private%20Address%20in%20Blackburn%2C%20England,53.78336716,-2.483482361,,,Home service,Open · Closes 20:00,,01253 395909,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN43300CA4E0B1ED54,P G B Roofing,"Private Address in Blackburn, England",,https://www.bing.com/maps?cp=53.78337860107422%7E-2.4835104942321777&lvl=16.0&q=P%20G%20B%20Roofing%20%2C%20Private%20Address%20in%20Blackburn%2C%20England,53.7833786,-2.483510494,,,Home service,,https://www.southyorkshireroofer.co.uk/roofer-in-blackburn/,07976 298210,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN6340E075DE7F6652,Paul Anthony Master Roofer,"1 Keasden Ave, Blackpool FY4 3JF",,https://www.bing.com/maps?cp=53.789337158203125%7E-3.035615921020508&lvl=16.0&q=Paul%20Anthony%20Master%20Roofer%20%2C%201%20Keasden%20Ave%2C%20Blackpool%20FY4%203JF,53.78933716,-3.035615921,,,Home service,,http://www.facebook.com/anthonyroofingblackpool.anthony?fref=ts,07799 100755,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8EE5976C4328220,Harry Jacks Roofing Contractors Ltd,"32 Heyhouses Ln, Lytham St Anne's FY8 3RW",,https://www.bing.com/maps?cp=53.760684967041016%7E-3.007894992828369&lvl=16.0&q=Harry%20Jacks%20Roofing%20Contractors%20Ltd%20%2C%2032%20Heyhouses%20Ln%2C%20Lytham%20St%20Anne's%20FY8%203RW,53.76068497,-3.007894993,,,Home service,Closed · Opens tomorrow 08:00,,01253 723624,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YND3B179F7D2F3DA29,C L Danson (Building Contractors) Ltd,"White House Farm, White House Ln, Preston PR3 0XB",https://www.bing.com/th?id=OLC.qENBPHU5q7cGgQ480x360&pid=Local,https://www.bing.com/maps?cp=53.8513298034668%7E-2.8519275188446045&lvl=16.0&q=C%20L%20Danson%20(Building%20Contractors)%20Ltd%20%2C%20White%20House%20Farm%2C%20White%20House%20Ln%2C%20Preston%20PR3%200XB,53.8513298,-2.851927519,,,Construction services,Closed · Opens Mon 08:00,https://www.cldanson.co.uk/,01995 671799,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4122CC1D309FFF08,Ultimate Roof Systems Limited,"1 Accrington Rd, Burnley BB11 5QL",https://www.bing.com/th?id=OLC.T5ONJtpBpufgOA480x360&pid=Local,https://www.bing.com/maps?cp=53.77444076538086%7E-2.3137495517730713&lvl=16.0&q=Ultimate%20Roof%20Systems%20Limited%20%2C%201%20Accrington%20Rd%2C%20Burnley%20BB11%205QL,53.77444077,-2.313749552,,,Home service,Closed · Opens tomorrow 08:00,https://www.ursl.uk/,07762 999495,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN58A92CCF3424F831,Roof Repairs Lancashire,"Private Address in Waterloo, England",https://www.bing.com/th?id=OLC.mv+lDCLQHRme5Q480x360&pid=Local,https://www.bing.com/maps?cp=53.757164001464844%7E-2.360727071762085&lvl=16.0&q=Roof%20Repairs%20Lancashire%20%2C%20Private%20Address%20in%20Waterloo%2C%20England,53.757164,-2.360727072,,,Home service,Open 24 hours,,01254 271761,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN725056FB2F0485C1,Repel Flat Roofing,"1 Lytham Rd, Preston PR2 8JE",,https://www.bing.com/maps?cp=53.777217864990234%7E-2.710303544998169&lvl=16.0&q=Repel%20Flat%20Roofing%20%2C%201%20Lytham%20Rd%2C%20Preston%20PR2%208JE,53.77721786,-2.710303545,,,Home service,Open · Closes 23:30,https://repelflatroofing.com/,07304 095969,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4DF089012FA01D2A,Liftime Warranty Roofing,Preston PR2 2JD,,https://www.bing.com/maps?cp=53.7695426940918%7E-2.726595401763916&lvl=16.0&q=Liftime%20Warranty%20Roofing%20%2C%20Preston%20PR2%202JD,53.76954269,-2.726595402,,,Home service,Open 24 hours,http://www.lifetimewarrantyroofing.com/,07850 045200,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4EAC703C94EA3D6D,Weatherproof maintenance,"City House, 131 Friargate, Preston PR1 2EF",https://www.bing.com/th?id=OLC.sFyzUbqZ+T0yqg480x360&pid=Local,https://www.bing.com/maps?cp=53.760780334472656%7E-2.7039735317230225&lvl=16.0&q=Weatherproof%20maintenance%20%2C%20City%20House%2C%20131%20Friargate%2C%20Preston%20PR1%202EF,53.76078033,-2.703973532,5,Yell (2),Home service,Closed · Opens tomorrow 09:00,http://weatherproofmaintenance.co.uk/,01772 977797,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN332D817E8279533A,Garage Roof Systems,"Miry Ln, Wigan WN6 7TG",https://www.bing.com/th?id=OLC.QKrY6wZPnx7bpg480x360&pid=Local,https://www.bing.com/maps?cp=53.548213958740234%7E-2.648590326309204&lvl=16.0&q=Garage%20Roof%20Systems%20%2C%20Miry%20Ln%2C%20Wigan%20WN6%207TG,53.54821396,-2.648590326,,,Home service,,https://www.garageroofs.com/,01942 820377,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF1050D172614B70A,Michael Waite roofing contractors,"127 Casterton Ave, Burnley BB10 2PB",,https://www.bing.com/maps?cp=53.8116340637207%7E-2.2282357215881348&lvl=16.0&q=Michael%20Waite%20roofing%20contractors%20%2C%20127%20Casterton%20Ave%2C%20Burnley%20BB10%202PB,53.81163406,-2.228235722,,,Home service,,https://www.lancashireroofer.co.uk/roofer-in-briercliffe/,07786 707953,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNDF6A487ABD1964B,Newstone building and roofing,"11 Kingsdale Ave, Preston PR2 6XD",,https://www.bing.com/maps?cp=53.7825927734375%7E-2.670085906982422&lvl=16.0&q=Newstone%20building%20and%20roofing%20%2C%2011%20Kingsdale%20Ave%2C%20Preston%20PR2%206XD,53.78259277,-2.670085907,,,Home service,Open · Closes 00:00,,07425 722948,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNC737101FB819E193,SSJ SEAMLESS GUTTERS AND ROOFING LTD,"Derby House, Lytham Rd, Preston PR2 8JE",,https://www.bing.com/maps?cp=53.77737045288086%7E-2.7148585319519043&lvl=16.0&q=SSJ%20SEAMLESS%20GUTTERS%20AND%20ROOFING%20LTD%20%2C%20Derby%20House%2C%20Lytham%20Rd%2C%20Preston%20PR2%208JE,53.77737045,-2.714858532,,,Professional services,Closed · Opens tomorrow 09:00,http://www.ssjseamlessgutters.com/,07493 371402,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
